delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delay_hours,cost_per_km,package_category,delivery_performance
15976.0,ecom express,clothing,truck,express,south,stormy,289.9,27.19,11,7,yes,delayed,2,1581.07,4,5.453846153846154,Heavy,Delayed
15977.0,amazon logistics,pharmacy,van,express,east,clear,199.7,2.36,5,5,no,delivered,5,1055.58,0,5.2858287431146715,Light,On Time
15978.0,shadowfax,pharmacy,ev bike,same day,south,stormy,232.8,44.52,15,8,yes,delayed,2,1397.56,7,6.003264604810996,Heavy,Delayed
15979.0,fedex,automobile parts,scooter,same day,west,rainy,262.1,19.56,10,8,yes,delayed,2,1469.18,2,5.605417779473483,Light,Delayed
15980.0,amazon logistics,pharmacy,van,two day,central,foggy,132.9,33.26,7,16,no,delivered,4,764.28,-9,5.75079006772009,Heavy,On Time
15981.0,blue dart,groceries,van,same day,west,clear,166.3,29.3,4,8,no,delivered,5,1019.4,-4,6.129885748647023,Heavy,On Time
15982.0,shadowfax,clothing,bike,same day,central,hot,262.7,45.66,12,8,yes,delayed,2,1550.48,4,5.902093642938714,Heavy,Delayed
15983.0,amazon logistics,documents,scooter,two day,east,rainy,118.2,42.48,6,16,no,delivered,4,718.44,-10,6.078172588832488,Heavy,On Time
15984.0,ecom express,pharmacy,scooter,two day,north,stormy,113.2,38.58,10,16,no,delivered,5,681.74,-6,6.022438162544169,Heavy,On Time
15985.0,ekart,groceries,bike,two day,south,foggy,250.2,28.36,8,16,no,delivered,4,1336.08,-8,5.340047961630695,Heavy,On Time
15986.0,delhivery,groceries,ev bike,same day,north,clear,262.0,25.82,10,8,yes,delayed,2,1487.46,2,5.677328244274809,Heavy,Delayed
15987.0,dhl,electronics,ev bike,two day,north,clear,228.4,17.5,4,16,no,delivered,3,1194.5,-12,5.229859894921191,Light,On Time
15988.0,amazon logistics,automobile parts,ev van,two day,central,clear,140.8,17.35,6,16,no,delivered,4,756.05,-10,5.369673295454545,Light,On Time
15989.0,fedex,fragile items,bike,standard,east,clear,124.2,8.47,2,24,no,delivered,5,646.41,-22,5.204589371980676,Light,On Time
15990.0,delhivery,documents,van,two day,west,clear,36.3,17.73,3,16,no,delivered,4,234.69,-13,6.465289256198347,Light,On Time
15991.0,blue dart,clothing,truck,standard,east,clear,97.4,39.02,3,24,no,delivered,4,604.06,-21,6.201848049281313,Heavy,On Time
15992.0,dhl,fragile items,van,express,west,cold,70.4,28.22,3,3,no,delivered,4,486.66,0,6.91278409090909,Heavy,On Time
15993.0,dhl,fragile items,bike,two day,south,cold,56.6,24.02,4,16,no,delivered,5,355.06,-12,6.273144876325088,Heavy,On Time
15994.0,blue dart,automobile parts,van,same day,east,foggy,225.4,41.63,10,8,yes,failed,2,1351.89,2,5.99773735581189,Heavy,Delayed
15995.0,fedex,furniture,bike,same day,east,clear,198.4,33.39,6,8,no,delivered,5,1192.17,-2,6.008921370967742,Heavy,On Time
15996.0,fedex,cosmetics,bike,same day,north,stormy,21.5,21.32,6,8,no,delivered,5,271.46,-2,12.626046511627907,Heavy,On Time
15997.0,blue dart,cosmetics,ev bike,standard,east,hot,49.8,8.24,4,24,no,delivered,4,273.72,-20,5.496385542168675,Light,On Time
15998.0,ekart,clothing,bike,two day,south,stormy,108.4,48.03,9,16,no,delivered,4,686.09,-7,6.3292435424354245,Heavy,On Time
15999.0,shadowfax,furniture,scooter,standard,east,foggy,132.3,11.67,7,24,no,delivered,4,696.51,-17,5.264625850340136,Light,On Time
16000.0,ecom express,documents,ev van,express,east,foggy,255.2,37.24,7,7,no,delivered,4,1437.72,0,5.6336990595611285,Heavy,On Time
16001.0,ecom express,cosmetics,ev van,standard,south,clear,12.7,1.25,2,24,no,delivered,4,95.6674,-22,7.532866141732284,Light,On Time
16002.0,shadowfax,automobile parts,bike,same day,east,foggy,67.9,39.03,3,8,no,delivered,5,556.59,-5,8.19720176730486,Heavy,On Time
16003.0,delhivery,electronics,van,two day,north,clear,265.8,35.58,9,16,no,delivered,3,1435.74,-7,5.40158013544018,Heavy,On Time
16004.0,ecom express,electronics,van,two day,central,foggy,111.6,32.01,5,16,no,delivered,4,654.03,-11,5.860483870967742,Heavy,On Time
16005.0,ecom express,documents,truck,standard,east,clear,67.8,11.65,4,24,no,delivered,3,373.95,-20,5.515486725663717,Light,On Time
16006.0,ekart,clothing,ev bike,two day,north,rainy,175.3,44.83,7,16,no,delivered,4,1010.99,-9,5.76719908727895,Heavy,On Time
16007.0,dhl,electronics,bike,standard,north,rainy,288.4,17.86,12,24,no,delivered,3,1495.58,-12,5.185783633841886,Light,On Time
16008.0,delhivery,automobile parts,van,express,north,rainy,280.3,13.7,9,7,yes,delayed,3,1492.6,2,5.32500891901534,Light,Delayed
16009.0,amazon logistics,pharmacy,scooter,express,south,clear,158.2,7.33,8,5,yes,delayed,2,862.99,3,5.455056890012643,Light,Delayed
16010.0,xpressbees,cosmetics,ev van,express,central,stormy,32.0,27.71,6,2,yes,delayed,3,293.13,4,9.1603125,Heavy,Delayed
16011.0,delhivery,pharmacy,scooter,standard,west,rainy,44.8,39.09,4,24,no,delivered,4,341.27,-20,7.617633928571428,Heavy,On Time
16012.0,xpressbees,cosmetics,bike,express,central,hot,94.8,9.45,4,3,yes,failed,1,552.35,1,5.826476793248945,Light,Delayed
16013.0,dhl,cosmetics,truck,express,east,stormy,258.5,24.61,13,7,yes,failed,1,1416.33,6,5.479032882011605,Heavy,Delayed
16014.0,fedex,clothing,ev van,same day,south,rainy,240.0,44.73,11,8,yes,failed,2,1434.19,3,5.975791666666667,Heavy,Delayed
16015.0,blue dart,clothing,ev bike,two day,south,rainy,292.9,36.39,11,16,no,delivered,4,1573.67,-5,5.37272106520997,Heavy,On Time
16016.0,amazon logistics,furniture,bike,standard,south,clear,152.4,12.55,5,24,no,delivered,5,799.65,-19,5.247047244094488,Light,On Time
16017.0,dhl,groceries,ev bike,express,central,cold,174.5,20.28,7,5,yes,delayed,2,983.34,2,5.635186246418338,Heavy,Delayed
16018.0,amazon logistics,fragile items,scooter,two day,east,hot,95.5,5.66,4,16,no,delivered,5,494.48,-12,5.177801047120419,Light,On Time
16019.0,blue dart,documents,bike,two day,central,stormy,153.9,3.81,10,16,no,delivered,4,780.93,-6,5.0742690058479525,Light,On Time
16020.0,shadowfax,documents,truck,same day,south,clear,217.4,35.46,7,8,no,delivered,4,1293.38,-1,5.949310027598896,Heavy,On Time
16021.0,ekart,furniture,ev bike,two day,central,stormy,12.9,5.64,6,16,no,delivered,4,95.6674,-10,7.4160775193798445,Light,On Time
16022.0,ecom express,clothing,ev van,express,central,stormy,266.3,32.8,10,7,yes,delayed,2,1479.9,3,5.5572662410814875,Heavy,Delayed
16023.0,shadowfax,fragile items,truck,two day,east,cold,184.3,43.85,6,16,no,delivered,3,1053.05,-10,5.7137818773738465,Heavy,On Time
16024.0,xpressbees,electronics,van,standard,south,foggy,94.6,4.62,3,24,no,delivered,3,486.86,-21,5.146511627906977,Light,On Time
16025.0,delhivery,fragile items,truck,same day,east,clear,97.5,11.04,4,8,no,delivered,5,620.62,-4,6.365333333333333,Light,On Time
16026.0,xpressbees,pharmacy,scooter,same day,north,hot,297.1,2.38,8,8,yes,delayed,2,1594.14,0,5.365668125210367,Light,Delayed
16027.0,delhivery,fragile items,bike,standard,north,foggy,90.2,31.24,4,24,no,delivered,5,544.72,-20,6.0390243902439025,Heavy,On Time
16028.0,dhl,documents,van,same day,east,hot,168.1,13.52,4,8,no,delivered,4,981.06,-4,5.836168947055324,Light,On Time
16029.0,ekart,automobile parts,scooter,two day,central,cold,108.5,29.31,4,16,no,delivered,3,630.43,-12,5.8104147465437785,Heavy,On Time
16030.0,delhivery,fragile items,bike,same day,west,cold,166.6,37.97,7,8,no,delivered,5,1046.91,-1,6.283973589435775,Heavy,On Time
16031.0,shadowfax,furniture,ev bike,standard,south,stormy,127.6,18.51,9,24,no,delivered,5,693.53,-15,5.435188087774295,Light,On Time
16032.0,ekart,documents,ev van,same day,central,rainy,146.9,8.08,10,8,yes,delayed,3,858.74,2,5.84574540503744,Light,Delayed
16033.0,fedex,clothing,ev bike,same day,east,stormy,24.8,3.9,6,8,no,delivered,4,235.7,-2,9.504032258064516,Light,On Time
16034.0,xpressbees,clothing,ev van,same day,west,clear,20.0,29.59,2,8,no,delivered,5,288.77,-6,14.4385,Heavy,On Time
16035.0,blue dart,pharmacy,van,standard,central,stormy,256.2,3.44,15,24,no,delivered,3,1291.32,-9,5.040281030444965,Light,On Time
16036.0,xpressbees,automobile parts,ev bike,express,north,stormy,255.0,34.62,8,7,yes,failed,2,1428.86,1,5.603372549019608,Heavy,Delayed
16037.0,ekart,pharmacy,scooter,express,north,cold,293.6,3.11,7,7,no,delivered,4,1527.33,0,5.2020776566757485,Light,On Time
16038.0,ekart,automobile parts,van,standard,west,foggy,184.5,14.23,9,24,no,delivered,4,965.19,-15,5.231382113821138,Light,On Time
16039.0,shadowfax,cosmetics,bike,express,east,hot,91.3,40.15,2,3,no,delivered,4,626.95,-1,6.866922234392114,Heavy,On Time
16040.0,shadowfax,cosmetics,truck,express,north,foggy,262.8,40.13,9,7,yes,delayed,3,1484.39,2,5.648363774733638,Heavy,Delayed
16041.0,shadowfax,cosmetics,van,standard,north,stormy,284.4,14.37,14,24,no,delivered,4,1465.11,-10,5.151582278481013,Light,On Time
16042.0,blue dart,automobile parts,truck,express,north,cold,88.6,24.43,2,3,no,delivered,5,566.29,-1,6.391534988713318,Heavy,On Time
16043.0,shadowfax,fragile items,ev van,standard,east,foggy,125.4,30.71,6,24,no,delivered,5,719.13,-18,5.73468899521531,Heavy,On Time
16044.0,ekart,clothing,bike,two day,south,foggy,152.2,28.68,5,16,no,delivered,5,847.04,-11,5.565308804204993,Heavy,On Time
16045.0,ekart,pharmacy,van,standard,central,foggy,130.4,44.27,7,24,no,delivered,5,784.81,-17,6.018481595092024,Heavy,On Time
16046.0,ecom express,furniture,van,standard,north,stormy,175.6,26.66,11,24,no,delivered,3,957.98,-13,5.455466970387244,Heavy,On Time
16047.0,delhivery,fragile items,ev bike,express,east,clear,271.1,30.85,8,7,yes,delayed,2,1498.05,1,5.525820730357801,Heavy,Delayed
16048.0,dhl,clothing,truck,same day,south,clear,274.7,33.5,6,8,no,delivered,5,1574.0,-2,5.729887149617765,Heavy,On Time
16049.0,dhl,fragile items,ev bike,express,north,stormy,31.9,19.37,8,2,yes,delayed,2,267.61,6,8.389028213166146,Light,Delayed
16050.0,ekart,furniture,ev van,standard,west,hot,215.2,42.03,5,24,no,delivered,4,1202.09,-19,5.585920074349442,Heavy,On Time
16051.0,amazon logistics,automobile parts,scooter,express,west,clear,39.4,8.39,3,2,yes,delayed,3,272.17,1,6.907868020304569,Light,Delayed
16052.0,fedex,fragile items,van,standard,north,foggy,98.5,35.58,4,24,no,delivered,3,599.24,-20,6.083654822335025,Heavy,On Time
16053.0,xpressbees,groceries,van,express,east,hot,119.9,8.13,4,4,yes,delayed,2,673.89,0,5.620433694745621,Light,Delayed
16054.0,dhl,fragile items,ev bike,express,east,rainy,272.8,11.33,13,7,yes,delayed,3,1447.99,6,5.307881231671554,Light,Delayed
16055.0,ecom express,clothing,van,two day,north,cold,109.6,39.83,4,16,no,delivered,4,667.49,-12,6.090237226277373,Heavy,On Time
16056.0,xpressbees,electronics,ev bike,express,south,foggy,180.8,31.98,6,5,yes,delayed,2,1049.94,1,5.807190265486725,Heavy,Delayed
16057.0,ekart,furniture,scooter,same day,south,hot,190.5,31.37,8,8,yes,failed,1,1146.61,0,6.018950131233595,Heavy,Delayed
16058.0,ecom express,groceries,ev van,standard,east,rainy,108.8,18.16,7,24,no,delivered,5,598.48,-17,5.500735294117647,Light,On Time
16059.0,amazon logistics,clothing,van,express,east,cold,209.7,47.35,7,6,yes,delayed,2,1240.55,1,5.91583214115403,Heavy,Delayed
16060.0,shadowfax,automobile parts,ev van,two day,east,stormy,158.6,16.28,11,16,no,delivered,4,841.84,-5,5.307944514501892,Light,On Time
16061.0,delhivery,electronics,van,standard,west,foggy,97.8,8.02,8,24,no,delivered,3,513.06,-16,5.2460122699386496,Light,On Time
16062.0,shadowfax,pharmacy,bike,express,north,rainy,137.4,16.95,8,4,yes,failed,2,787.85,4,5.733988355167394,Light,Delayed
16063.0,xpressbees,documents,scooter,express,north,hot,61.9,7.57,2,3,no,delivered,4,382.21,-1,6.174636510500807,Light,On Time
16064.0,dhl,documents,van,express,central,foggy,11.1,48.98,4,2,yes,delayed,3,252.44,2,22.742342342342344,Heavy,Delayed
16065.0,blue dart,clothing,bike,express,south,cold,110.1,46.26,4,4,yes,delayed,2,739.28,0,6.7146230699364216,Heavy,Delayed
16066.0,shadowfax,groceries,ev bike,two day,east,clear,275.2,38.69,7,16,no,delivered,4,1492.07,-9,5.421765988372093,Heavy,On Time
16067.0,amazon logistics,cosmetics,van,standard,north,cold,114.6,36.55,4,24,no,delivered,5,682.65,-20,5.956806282722513,Heavy,On Time
16068.0,ekart,documents,ev bike,express,central,rainy,265.9,4.41,8,7,yes,delayed,2,1392.73,1,5.237796163971418,Light,Delayed
16069.0,fedex,cosmetics,ev van,express,west,clear,25.3,19.34,1,2,no,delivered,3,234.52,-1,9.269565217391305,Light,On Time
16070.0,delhivery,furniture,bike,same day,central,foggy,141.9,14.77,5,8,no,delivered,3,853.81,-3,6.016983791402396,Light,On Time
16071.0,xpressbees,fragile items,scooter,standard,central,rainy,89.0,4.49,7,24,no,delivered,5,458.47,-17,5.151348314606742,Light,On Time
16072.0,amazon logistics,furniture,truck,same day,south,hot,125.7,42.1,3,8,no,delivered,5,854.8,-5,6.800318217979315,Heavy,On Time
16073.0,xpressbees,groceries,ev van,same day,east,cold,209.9,46.51,5,8,no,delivered,3,1289.03,-3,6.141162458313483,Heavy,On Time
16074.0,dhl,furniture,ev van,express,central,stormy,93.6,34.41,8,3,yes,delayed,2,621.23,5,6.63707264957265,Heavy,Delayed
16075.0,delhivery,cosmetics,scooter,express,east,stormy,42.3,9.26,9,2,yes,delayed,2,289.28,7,6.838770685579196,Light,Delayed
16076.0,fedex,furniture,scooter,standard,west,clear,13.2,43.25,1,24,no,delivered,5,195.75,-23,14.829545454545455,Heavy,On Time
16077.0,ecom express,automobile parts,scooter,same day,east,rainy,91.0,36.63,4,8,no,delivered,5,664.89,-4,7.3064835164835165,Heavy,On Time
16078.0,delhivery,furniture,van,two day,east,stormy,215.4,4.39,13,16,no,delivered,3,1090.17,-3,5.061142061281338,Light,On Time
16079.0,blue dart,documents,truck,two day,east,hot,141.4,34.64,5,16,no,delivered,3,810.92,-11,5.734936350777934,Heavy,On Time
16080.0,amazon logistics,electronics,van,express,central,foggy,296.0,4.37,8,7,yes,delayed,3,1543.11,1,5.213209459459459,Light,Delayed
16081.0,shadowfax,groceries,ev bike,express,east,hot,69.2,17.43,1,3,no,delivered,5,448.29,-2,6.478179190751445,Light,On Time
16082.0,blue dart,electronics,van,express,east,foggy,273.7,2.24,6,7,no,delivered,4,1425.22,-1,5.207234198027037,Light,On Time
16083.0,delhivery,electronics,truck,standard,east,cold,247.2,38.03,8,24,no,delivered,4,1350.09,-16,5.461529126213592,Heavy,On Time
16084.0,dhl,groceries,truck,express,east,clear,232.8,29.01,7,6,yes,failed,1,1301.03,1,5.588616838487972,Heavy,Delayed
16085.0,shadowfax,documents,scooter,standard,south,cold,209.1,22.72,6,24,no,delivered,5,1113.66,-18,5.32596843615495,Heavy,On Time
16086.0,amazon logistics,fragile items,bike,standard,south,stormy,7.2,40.09,5,24,no,delivered,5,156.27,-19,21.70416666666667,Heavy,On Time
16087.0,amazon logistics,cosmetics,scooter,express,west,cold,231.2,39.74,6,6,no,delivered,5,1325.22,0,5.731920415224914,Heavy,On Time
16088.0,fedex,fragile items,ev bike,two day,central,rainy,63.2,29.98,8,16,no,delivered,3,405.94,-8,6.423101265822784,Heavy,On Time
16089.0,dhl,furniture,ev bike,two day,east,clear,90.8,0.67,2,16,no,delivered,3,454.93,-14,5.010242290748899,Light,On Time
16090.0,ecom express,electronics,bike,two day,central,rainy,66.9,49.52,6,16,no,delivered,3,483.81,-10,7.231838565022421,Heavy,On Time
16091.0,xpressbees,fragile items,van,two day,central,stormy,129.5,45.56,11,16,no,delivered,4,784.18,-5,6.0554440154440154,Heavy,On Time
16092.0,blue dart,furniture,ev bike,two day,north,hot,65.1,23.89,3,16,no,delivered,5,397.17,-13,6.100921658986176,Heavy,On Time
16093.0,xpressbees,groceries,ev bike,same day,south,hot,256.1,43.59,7,8,no,delivered,3,1511.27,-1,5.901093322920733,Heavy,On Time
16094.0,xpressbees,pharmacy,bike,standard,east,clear,204.3,17.58,4,24,no,delivered,5,1074.24,-20,5.258149779735683,Light,On Time
16095.0,ekart,clothing,ev bike,two day,south,foggy,193.6,9.76,9,16,no,delivered,4,997.28,-7,5.1512396694214875,Light,On Time
16096.0,ecom express,furniture,ev bike,two day,north,hot,222.5,17.43,5,16,no,delivered,3,1164.79,-11,5.235011235955056,Light,On Time
16097.0,ekart,pharmacy,bike,express,west,hot,95.8,39.88,2,3,no,delivered,3,648.64,-1,6.770772442588727,Heavy,On Time
16098.0,fedex,cosmetics,van,same day,central,foggy,166.3,2.36,5,8,no,delivered,4,938.58,-3,5.64389657245941,Light,On Time
16099.0,fedex,furniture,bike,express,south,foggy,193.3,45.28,7,5,yes,delayed,2,1152.34,2,5.961407139161924,Heavy,Delayed
16100.0,xpressbees,automobile parts,truck,same day,south,rainy,169.4,44.77,8,8,yes,failed,1,1081.31,0,6.383175914994096,Heavy,Delayed
16101.0,ecom express,automobile parts,ev van,standard,central,rainy,174.1,5.54,10,24,no,delivered,4,887.12,-14,5.0954623779437105,Light,On Time
16102.0,dhl,electronics,scooter,same day,north,stormy,19.4,19.56,5,8,no,delivered,3,255.68,-3,13.17938144329897,Light,On Time
16103.0,dhl,electronics,van,same day,north,foggy,137.2,39.68,6,8,no,delivered,4,905.04,-2,6.596501457725948,Heavy,On Time
16104.0,xpressbees,furniture,truck,two day,west,rainy,174.0,48.53,6,16,no,delivered,4,1015.59,-10,5.836724137931035,Heavy,On Time
16105.0,ecom express,fragile items,bike,express,north,clear,33.4,40.84,3,2,yes,delayed,3,339.52,1,10.165269461077845,Heavy,Delayed
16106.0,ecom express,furniture,scooter,express,west,cold,55.5,8.12,3,3,no,delivered,4,351.86,0,6.33981981981982,Light,On Time
16107.0,xpressbees,clothing,scooter,standard,east,hot,171.0,15.41,5,24,no,delivered,4,901.23,-19,5.270350877192983,Light,On Time
16108.0,xpressbees,pharmacy,bike,same day,east,clear,53.2,18.26,1,8,no,delivered,4,420.78,-7,7.909398496240601,Light,On Time
16109.0,xpressbees,automobile parts,ev bike,two day,central,stormy,154.1,13.66,7,16,no,delivered,4,811.48,-9,5.265931213497729,Light,On Time
16110.0,ecom express,clothing,ev bike,same day,west,hot,67.0,24.77,4,8,no,delivered,4,509.31,-4,7.601641791044776,Heavy,On Time
16111.0,delhivery,furniture,bike,two day,south,stormy,53.9,28.57,5,16,no,delivered,4,355.21,-11,6.590166975881261,Heavy,On Time
16112.0,shadowfax,pharmacy,bike,standard,west,hot,238.1,31.6,9,24,no,delivered,5,1285.3,-15,5.398152036959261,Heavy,On Time
16113.0,delhivery,groceries,bike,same day,north,stormy,243.3,6.63,13,8,yes,delayed,3,1336.39,5,5.492766132346897,Light,Delayed
16114.0,shadowfax,electronics,ev van,standard,north,rainy,99.7,5.8,9,24,no,delivered,5,515.9,-15,5.174523570712136,Light,On Time
16115.0,dhl,cosmetics,truck,express,south,foggy,97.7,37.13,3,3,no,delivered,3,649.89,0,6.651893551688843,Heavy,On Time
16116.0,ekart,cosmetics,truck,express,south,hot,124.4,48.18,7,4,yes,failed,1,816.54,3,6.563826366559485,Heavy,Delayed
16117.0,ecom express,pharmacy,bike,express,central,cold,60.5,24.11,1,3,no,delivered,3,424.83,-2,7.02198347107438,Heavy,On Time
16118.0,xpressbees,pharmacy,bike,same day,east,foggy,165.4,40.46,8,8,yes,delayed,2,1048.38,0,6.33845223700121,Heavy,Delayed
16119.0,shadowfax,pharmacy,ev van,two day,east,foggy,291.6,5.52,10,16,no,delivered,4,1474.56,-6,5.056790123456789,Light,On Time
16120.0,amazon logistics,documents,ev van,same day,west,cold,228.8,11.04,8,8,yes,delayed,3,1277.12,0,5.581818181818181,Light,Delayed
16121.0,delhivery,electronics,truck,standard,east,rainy,84.5,46.43,9,24,no,delivered,5,561.79,-15,6.6484023668639045,Heavy,On Time
16122.0,shadowfax,automobile parts,bike,two day,west,foggy,106.1,42.72,5,16,no,delivered,3,658.66,-11,6.207917059377945,Heavy,On Time
16123.0,blue dart,clothing,bike,express,east,hot,59.0,22.5,2,3,no,delivered,4,412.5,-1,6.991525423728813,Heavy,On Time
16124.0,ekart,fragile items,ev van,same day,east,rainy,210.2,49.25,7,8,no,delivered,3,1298.75,-1,6.178639391056137,Heavy,On Time
16125.0,blue dart,furniture,truck,two day,central,stormy,102.1,40.46,9,16,no,delivered,3,631.88,-7,6.188834476003918,Heavy,On Time
16126.0,fedex,furniture,scooter,express,west,cold,262.8,23.85,8,7,yes,delayed,2,1435.55,1,5.4625190258751894,Heavy,Delayed
16127.0,shadowfax,electronics,bike,same day,north,cold,216.9,11.13,4,8,no,delivered,3,1217.89,-4,5.614983863531582,Light,On Time
16128.0,xpressbees,automobile parts,truck,same day,north,stormy,108.4,20.04,5,8,no,delivered,5,702.12,-3,6.477121771217712,Heavy,On Time
16129.0,dhl,furniture,ev van,same day,east,clear,116.0,28.04,6,8,no,delivered,5,764.12,-2,6.587241379310345,Heavy,On Time
16130.0,ecom express,fragile items,ev van,express,south,hot,40.9,8.82,3,2,yes,delayed,2,280.96,1,6.869437652811736,Light,Delayed
16131.0,dhl,fragile items,ev bike,same day,east,cold,141.6,10.85,8,8,no,delivered,3,840.55,0,5.936087570621469,Light,On Time
16132.0,blue dart,clothing,bike,two day,east,foggy,280.0,20.92,12,16,no,delivered,4,1462.76,-4,5.224142857142857,Heavy,On Time
16133.0,delhivery,automobile parts,ev bike,two day,central,hot,191.8,13.34,7,16,no,delivered,4,999.02,-9,5.208654848800834,Light,On Time
16134.0,blue dart,pharmacy,ev bike,express,south,foggy,145.3,18.08,6,4,yes,delayed,2,830.74,2,5.717412250516173,Light,Delayed
16135.0,fedex,clothing,ev van,standard,west,cold,122.9,45.65,5,24,no,delivered,3,751.45,-19,6.114320585842148,Heavy,On Time
16136.0,dhl,pharmacy,bike,two day,central,cold,184.2,33.3,4,16,no,delivered,5,1020.9,-12,5.542345276872965,Heavy,On Time
16137.0,amazon logistics,pharmacy,ev van,same day,south,stormy,272.1,32.7,13,8,yes,delayed,2,1558.6,5,5.728041161337742,Heavy,Delayed
16138.0,blue dart,pharmacy,ev bike,standard,central,stormy,119.3,40.28,9,24,no,delivered,4,717.34,-15,6.012908633696564,Heavy,On Time
16139.0,ekart,documents,ev bike,two day,central,hot,184.6,27.59,4,16,no,delivered,4,1005.77,-12,5.448374864572048,Heavy,On Time
16140.0,ecom express,automobile parts,bike,same day,south,hot,294.4,24.99,6,8,no,delivered,4,1632.7206,-2,5.545925951086957,Heavy,On Time
16141.0,delhivery,documents,ev van,two day,west,rainy,179.1,11.42,9,16,no,delivered,4,929.76,-7,5.1912897822445565,Light,On Time
16142.0,dhl,furniture,bike,express,south,cold,208.0,49.52,7,6,yes,failed,1,1239.91,1,5.96110576923077,Heavy,Delayed
16143.0,blue dart,fragile items,scooter,express,north,stormy,263.9,36.17,17,7,yes,delayed,3,1478.01,10,5.600644183402805,Heavy,Delayed
16144.0,fedex,electronics,bike,standard,south,hot,137.4,34.17,3,24,no,delivered,4,789.51,-21,5.746069868995633,Heavy,On Time
16145.0,ecom express,groceries,scooter,express,north,clear,19.0,16.99,1,2,no,delivered,4,195.97,-1,10.31421052631579,Light,On Time
16146.0,ekart,furniture,truck,same day,east,hot,131.9,10.08,5,8,no,delivered,4,789.74,-3,5.987414708112206,Light,On Time
16147.0,dhl,cosmetics,ev van,two day,south,rainy,40.5,34.9,7,16,no,delivered,5,307.2,-9,7.585185185185185,Heavy,On Time
16148.0,fedex,fragile items,ev van,standard,central,clear,266.7,21.62,10,24,no,delivered,3,1398.36,-14,5.243194600674915,Heavy,On Time
16149.0,amazon logistics,fragile items,bike,standard,east,hot,238.3,30.73,5,24,no,delivered,4,1283.69,-19,5.386865295845573,Heavy,On Time
16150.0,ecom express,groceries,ev van,express,south,rainy,229.4,6.06,10,6,yes,delayed,3,1215.18,4,5.297210113339146,Light,Delayed
16151.0,delhivery,furniture,bike,standard,south,rainy,125.3,42.45,6,24,no,delivered,4,753.85,-18,6.016360734237829,Heavy,On Time
16152.0,fedex,electronics,ev bike,express,south,hot,226.1,38.54,6,6,no,delivered,3,1296.12,0,5.73250773993808,Heavy,On Time
16153.0,xpressbees,fragile items,scooter,same day,north,foggy,173.8,39.26,6,8,no,delivered,5,1086.78,-2,6.253049482163406,Heavy,On Time
16154.0,delhivery,documents,ev bike,express,east,cold,32.7,37.88,1,2,no,delivered,3,327.14,-1,10.004281345565747,Heavy,On Time
16155.0,amazon logistics,furniture,van,express,north,stormy,47.3,11.57,7,2,yes,delayed,2,321.21,5,6.790909090909091,Light,Delayed
16156.0,ekart,cosmetics,ev van,express,east,foggy,248.1,1.17,6,6,no,delivered,5,1294.01,0,5.215679161628375,Light,On Time
16157.0,fedex,cosmetics,truck,two day,west,hot,263.2,29.78,5,16,no,delivered,4,1405.34,-11,5.339437689969605,Heavy,On Time
16158.0,ecom express,electronics,truck,express,west,hot,193.4,27.13,5,5,no,delivered,3,1098.39,0,5.679369183040332,Heavy,On Time
16159.0,shadowfax,cosmetics,van,same day,north,stormy,75.1,25.19,8,8,yes,failed,2,551.07,0,7.337816245006659,Heavy,Delayed
16160.0,ecom express,groceries,scooter,standard,west,clear,271.4,21.0,8,24,no,delivered,5,1420.0,-16,5.232129697862933,Heavy,On Time
16161.0,shadowfax,groceries,truck,standard,east,rainy,262.8,30.59,7,24,no,delivered,3,1405.77,-17,5.349200913242009,Heavy,On Time
16162.0,blue dart,clothing,truck,express,west,clear,212.6,27.07,7,6,yes,delayed,3,1194.21,1,5.61716839134525,Heavy,Delayed
16163.0,xpressbees,cosmetics,bike,same day,east,stormy,229.2,37.81,12,8,yes,delayed,3,1359.43,4,5.931195462478185,Heavy,Delayed
16164.0,shadowfax,furniture,bike,express,east,clear,33.6,43.32,1,2,no,delivered,3,347.96,-1,10.35595238095238,Heavy,On Time
16165.0,ekart,electronics,van,express,east,cold,227.0,8.88,8,6,yes,failed,1,1211.64,2,5.33762114537445,Light,Delayed
16166.0,delhivery,clothing,ev bike,same day,north,clear,262.9,28.54,7,8,no,delivered,4,1500.12,-1,5.706047926968429,Heavy,On Time
16167.0,shadowfax,cosmetics,van,express,east,stormy,203.9,26.35,10,6,yes,delayed,2,1148.55,4,5.632908288376655,Heavy,Delayed
16168.0,shadowfax,electronics,van,express,west,clear,280.0,30.03,7,7,no,delivered,3,1540.09,0,5.500321428571429,Heavy,On Time
16169.0,xpressbees,furniture,ev van,standard,central,cold,28.1,9.09,2,24,no,delivered,4,167.77,-22,5.970462633451957,Light,On Time
16170.0,blue dart,cosmetics,scooter,standard,east,clear,48.1,9.74,3,24,no,delivered,5,269.72,-21,5.6074844074844075,Light,On Time
16171.0,fedex,automobile parts,van,two day,south,hot,296.7,15.95,6,16,no,delivered,3,1531.35,-10,5.161274014155713,Light,On Time
16172.0,amazon logistics,clothing,ev van,same day,south,hot,263.8,24.05,7,8,no,delivered,5,1491.15,-1,5.652577710386657,Heavy,On Time
